image_path,canonical_image_path,file_page,book_page,primary_topic_folder,llm_recognized_group,source_description,rest_fact_concepts,suggested_exercise_ids
public/science-yoga-book/group-diaphragm/swanson-file-p033-book-p031-how-we-breathe.jpg,public/science-yoga-book/_all_pages/swanson-file-p033-book-p031-how-we-breathe.jpg,33,31,breathing,diaphragm,How we breathe,inhalation expands ribs and lowers diaphragm | exhalation recoils the ribs and diaphragm | breath control supports bracing and relaxation,
public/science-yoga-book/group-core/swanson-file-p033-book-p031-how-we-breathe.jpg,public/science-yoga-book/_all_pages/swanson-file-p033-book-p031-how-we-breathe.jpg,33,31,breathing,core,How we breathe,inhalation expands ribs and lowers diaphragm | exhalation recoils the ribs and diaphragm | breath control supports bracing and relaxation,"ab-machine,plank,dead-bug,back-squat,rdl"
public/science-yoga-book/group-ribs/swanson-file-p033-book-p031-how-we-breathe.jpg,public/science-yoga-book/_all_pages/swanson-file-p033-book-p031-how-we-breathe.jpg,33,31,breathing,ribs,How we breathe,inhalation expands ribs and lowers diaphragm | exhalation recoils the ribs and diaphragm | breath control supports bracing and relaxation,
public/science-yoga-book/group-breathing/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,34,32,breathwork,breathing,Pranayama and breathwork practices,slow breathing can calm the system | forced breathing changes abdominal pressure | breath practices can fit rest timers,"all-exercises,rest-timer"
public/science-yoga-book/group-recovery/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,34,32,breathwork,recovery,Pranayama and breathwork practices,slow breathing can calm the system | forced breathing changes abdominal pressure | breath practices can fit rest timers,"all-exercises,rest-timer"
public/science-yoga-book/group-heart-rate/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,34,32,breathwork,heart-rate,Pranayama and breathwork practices,slow breathing can calm the system | forced breathing changes abdominal pressure | breath practices can fit rest timers,
public/science-yoga-book/group-nervous-system/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p034-book-p032-pranayama-and-breathwork-practices.jpg,34,32,breathwork,nervous-system,Pranayama and breathwork practices,slow breathing can calm the system | forced breathing changes abdominal pressure | breath practices can fit rest timers,"all-exercises,rest-timer"
public/science-yoga-book/group-breathing/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,35,33,breathwork,breathing,Nasal cycle and breathing practices,nasal breathing changes airflow resistance | breath rhythm can regulate attention | rest windows can cue calmer breathing,"all-exercises,rest-timer"
public/science-yoga-book/group-focus/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,35,33,breathwork,focus,Nasal cycle and breathing practices,nasal breathing changes airflow resistance | breath rhythm can regulate attention | rest windows can cue calmer breathing,
public/science-yoga-book/group-recovery/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,public/science-yoga-book/_all_pages/swanson-file-p035-book-p033-nasal-cycle-and-breathing-practices.jpg,35,33,breathwork,recovery,Nasal cycle and breathing practices,nasal breathing changes airflow resistance | breath rhythm can regulate attention | rest windows can cue calmer breathing,"all-exercises,rest-timer"
public/science-yoga-book/group-heart/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,36,34,cardiovascular-system,heart,Cardiovascular system overview,circulation delivers oxygen and nutrients | heart rate rises with training demand | rest allows cardiovascular recovery,"all-exercises,rest-timer"
public/science-yoga-book/group-cardio/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,36,34,cardiovascular-system,cardio,Cardiovascular system overview,circulation delivers oxygen and nutrients | heart rate rises with training demand | rest allows cardiovascular recovery,
public/science-yoga-book/group-recovery/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,36,34,cardiovascular-system,recovery,Cardiovascular system overview,circulation delivers oxygen and nutrients | heart rate rises with training demand | rest allows cardiovascular recovery,"all-exercises,rest-timer"
public/science-yoga-book/group-full-body/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p036-book-p034-cardiovascular-system-overview.jpg,36,34,cardiovascular-system,full-body,Cardiovascular system overview,circulation delivers oxygen and nutrients | heart rate rises with training demand | rest allows cardiovascular recovery,
public/science-yoga-book/group-heart/swanson-file-p037-book-p035-heart-and-circulation.jpg,public/science-yoga-book/_all_pages/swanson-file-p037-book-p035-heart-and-circulation.jpg,37,35,cardiovascular-system,heart,Heart and circulation,arteries carry blood away from the heart | veins return blood to the heart | heart rate variability relates to recovery state,"all-exercises,rest-timer"
public/science-yoga-book/group-cardio/swanson-file-p037-book-p035-heart-and-circulation.jpg,public/science-yoga-book/_all_pages/swanson-file-p037-book-p035-heart-and-circulation.jpg,37,35,cardiovascular-system,cardio,Heart and circulation,arteries carry blood away from the heart | veins return blood to the heart | heart rate variability relates to recovery state,
public/science-yoga-book/group-recovery/swanson-file-p037-book-p035-heart-and-circulation.jpg,public/science-yoga-book/_all_pages/swanson-file-p037-book-p035-heart-and-circulation.jpg,37,35,cardiovascular-system,recovery,Heart and circulation,arteries carry blood away from the heart | veins return blood to the heart | heart rate variability relates to recovery state,"all-exercises,rest-timer"
public/science-yoga-book/group-blood-flow/swanson-file-p037-book-p035-heart-and-circulation.jpg,public/science-yoga-book/_all_pages/swanson-file-p037-book-p035-heart-and-circulation.jpg,37,35,cardiovascular-system,blood-flow,Heart and circulation,arteries carry blood away from the heart | veins return blood to the heart | heart rate variability relates to recovery state,
public/science-yoga-book/group-immune-system/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,38,36,lymphatic-system,immune-system,Lymphatic system overview,lymphatic flow helps clear fluid | movement can support lymph movement | recovery includes immune system activity,
public/science-yoga-book/group-recovery/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,38,36,lymphatic-system,recovery,Lymphatic system overview,lymphatic flow helps clear fluid | movement can support lymph movement | recovery includes immune system activity,"all-exercises,rest-timer"
public/science-yoga-book/group-inflammation/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,38,36,lymphatic-system,inflammation,Lymphatic system overview,lymphatic flow helps clear fluid | movement can support lymph movement | recovery includes immune system activity,
public/science-yoga-book/group-full-body/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,public/science-yoga-book/_all_pages/swanson-file-p038-book-p036-lymphatic-system-overview.jpg,38,36,lymphatic-system,full-body,Lymphatic system overview,lymphatic flow helps clear fluid | movement can support lymph movement | recovery includes immune system activity,
public/science-yoga-book/group-immune-system/swanson-file-p039-book-p037-inflammatory-response.jpg,public/science-yoga-book/_all_pages/swanson-file-p039-book-p037-inflammatory-response.jpg,39,37,inflammation,immune-system,Inflammatory response,inflammation is part of tissue response | too much inflammation can limit recovery | joint irritation should change training decisions,
public/science-yoga-book/group-inflammation/swanson-file-p039-book-p037-inflammatory-response.jpg,public/science-yoga-book/_all_pages/swanson-file-p039-book-p037-inflammatory-response.jpg,39,37,inflammation,inflammation,Inflammatory response,inflammation is part of tissue response | too much inflammation can limit recovery | joint irritation should change training decisions,
public/science-yoga-book/group-joints/swanson-file-p039-book-p037-inflammatory-response.jpg,public/science-yoga-book/_all_pages/swanson-file-p039-book-p037-inflammatory-response.jpg,39,37,inflammation,joints,Inflammatory response,inflammation is part of tissue response | too much inflammation can limit recovery | joint irritation should change training decisions,"all-exercises,range-of-motion"
public/science-yoga-book/group-recovery/swanson-file-p039-book-p037-inflammatory-response.jpg,public/science-yoga-book/_all_pages/swanson-file-p039-book-p037-inflammatory-response.jpg,39,37,inflammation,recovery,Inflammatory response,inflammation is part of tissue response | too much inflammation can limit recovery | joint irritation should change training decisions,"all-exercises,rest-timer"
